AggregationMethod,Date,Version,AirportName,PercentOfBaseline,City,State,Country
Daily,2020-05-17,1.0,Seattle-Tacoma International ,52,SeaTac,Washington,United States of America (the)
Daily,2020-06-27,1.0,Seattle-Tacoma International ,60,SeaTac,Washington,United States of America (the)
Daily,2020-09-03,1.0,Seattle-Tacoma International ,71,SeaTac,Washington,United States of America (the)
Daily,2020-09-14,1.0,Seattle-Tacoma International ,66,SeaTac,Washington,United States of America (the)
Daily,2020-09-20,1.0,Seattle-Tacoma International ,54,SeaTac,Washington,United States of America (the)
Daily,2020-10-18,1.0,Seattle-Tacoma International ,56,SeaTac,Washington,United States of America (the)
Daily,2020-04-02,1.0,Seattle-Tacoma International ,55,SeaTac,Washington,United States of America (the)
Daily,2020-05-06,1.0,Seattle-Tacoma International ,67,SeaTac,Washington,United States of America (the)
Daily,2020-06-08,1.0,Seattle-Tacoma International ,68,SeaTac,Washington,United States of America (the)
Daily,2020-06-23,1.0,Seattle-Tacoma International ,76,SeaTac,Washington,United States of America (the)
Daily,2020-06-29,1.0,Seattle-Tacoma International ,61,SeaTac,Washington,United States of America (the)
Daily,2020-09-30,1.0,Seattle-Tacoma International ,71,SeaTac,Washington,United States of America (the)
Daily,2020-10-28,1.0,Seattle-Tacoma International ,81,SeaTac,Washington,United States of America (the)
Daily,2020-05-29,1.0,Seattle-Tacoma International ,62,SeaTac,Washington,United States of America (the)
Daily,2020-06-26,1.0,Seattle-Tacoma International ,73,SeaTac,Washington,United States of America (the)
Daily,2020-07-07,1.0,Seattle-Tacoma International ,79,SeaTac,Washington,United States of America (the)
Daily,2020-07-18,1.0,Seattle-Tacoma International ,60,SeaTac,Washington,United States of America (the)
Daily,2020-09-17,1.0,Seattle-Tacoma International ,70,SeaTac,Washington,United States of America (the)
Daily,2020-10-26,1.0,Seattle-Tacoma International ,66,SeaTac,Washington,United States of America (the)
Daily,2020-11-25,1.0,Seattle-Tacoma International ,64,SeaTac,Washington,United States of America (the)
Daily,2020-06-18,1.0,Seattle-Tacoma International ,72,SeaTac,Washington,United States of America (the)
Daily,2020-06-24,1.0,Seattle-Tacoma International ,80,SeaTac,Washington,United States of America (the)
Daily,2020-09-01,1.0,Seattle-Tacoma International ,65,SeaTac,Washington,United States of America (the)
Daily,2020-10-17,1.0,Seattle-Tacoma International ,42,SeaTac,Washington,United States of America (the)
Daily,2020-11-01,1.0,Seattle-Tacoma International ,53,SeaTac,Washington,United States of America (the)
Daily,2020-05-30,1.0,Seattle-Tacoma International ,50,SeaTac,Washington,United States of America (the)
Daily,2020-06-02,1.0,Seattle-Tacoma International ,70,SeaTac,Washington,United States of America (the)
Daily,2020-06-22,1.0,Seattle-Tacoma International ,67,SeaTac,Washington,United States of America (the)
Daily,2020-04-03,1.0,Seattle-Tacoma International ,60,SeaTac,Washington,United States of America (the)
Daily,2020-04-12,1.0,Seattle-Tacoma International ,35,SeaTac,Washington,United States of America (the)
Daily,2020-04-21,1.0,Seattle-Tacoma International ,63,SeaTac,Washington,United States of America (the)
Daily,2020-04-28,1.0,Seattle-Tacoma International ,66,SeaTac,Washington,United States of America (the)
Daily,2020-06-16,1.0,Seattle-Tacoma International ,70,SeaTac,Washington,United States of America (the)
Daily,2020-04-09,1.0,Seattle-Tacoma International ,49,SeaTac,Washington,United States of America (the)
Daily,2020-04-13,1.0,Seattle-Tacoma International ,44,SeaTac,Washington,United States of America (the)
Daily,2020-05-07,1.0,Seattle-Tacoma International ,61,SeaTac,Washington,United States of America (the)
Daily,2020-10-15,1.0,Seattle-Tacoma International ,74,SeaTac,Washington,United States of America (the)
Daily,2020-12-02,1.0,Seattle-Tacoma International ,85,SeaTac,Washington,United States of America (the)
Daily,2020-08-15,1.0,Seattle-Tacoma International ,58,SeaTac,Washington,United States of America (the)
Daily,2020-10-07,1.0,Seattle-Tacoma International ,75,SeaTac,Washington,United States of America (the)
Daily,2020-10-13,1.0,Seattle-Tacoma International ,81,SeaTac,Washington,United States of America (the)
Daily,2020-10-27,1.0,Seattle-Tacoma International ,75,SeaTac,Washington,United States of America (the)
Daily,2020-11-02,1.0,Seattle-Tacoma International ,60,SeaTac,Washington,United States of America (the)
Daily,2020-08-29,1.0,Seattle-Tacoma International ,65,SeaTac,Washington,United States of America (the)
Daily,2020-09-02,1.0,Seattle-Tacoma International ,72,SeaTac,Washington,United States of America (the)
Daily,2020-09-18,1.0,Seattle-Tacoma International ,75,SeaTac,Washington,United States of America (the)
Daily,2020-10-09,1.0,Seattle-Tacoma International ,70,SeaTac,Washington,United States of America (the)
Daily,2020-11-27,1.0,Seattle-Tacoma International ,34,SeaTac,Washington,United States of America (the)
Daily,2020-04-18,1.0,Seattle-Tacoma International ,40,SeaTac,Washington,United States of America (the)
Daily,2020-06-20,1.0,Seattle-Tacoma International ,56,SeaTac,Washington,United States of America (the)
Daily,2020-11-17,1.0,Seattle-Tacoma International ,80,SeaTac,Washington,United States of America (the)
Daily,2020-11-23,1.0,Seattle-Tacoma International ,74,SeaTac,Washington,United States of America (the)
Daily,2020-04-30,1.0,Seattle-Tacoma International ,59,SeaTac,Washington,United States of America (the)
Daily,2020-05-23,1.0,Seattle-Tacoma International ,42,SeaTac,Washington,United States of America (the)
Daily,2020-09-05,1.0,Seattle-Tacoma International ,61,SeaTac,Washington,United States of America (the)
Daily,2020-09-08,1.0,Seattle-Tacoma International ,54,SeaTac,Washington,United States of America (the)
Daily,2020-11-05,1.0,Seattle-Tacoma International ,69,SeaTac,Washington,United States of America (the)
Daily,2020-07-02,1.0,Seattle-Tacoma International ,74,SeaTac,Washington,United States of America (the)
Daily,2020-08-05,1.0,Seattle-Tacoma International ,72,SeaTac,Washington,United States of America (the)
Daily,2020-09-11,1.0,Seattle-Tacoma International ,69,SeaTac,Washington,United States of America (the)
Daily,2020-09-24,1.0,Seattle-Tacoma International ,70,SeaTac,Washington,United States of America (the)
Daily,2020-11-29,1.0,Seattle-Tacoma International ,66,SeaTac,Washington,United States of America (the)
Daily,2020-05-19,1.0,Seattle-Tacoma International ,66,SeaTac,Washington,United States of America (the)
Daily,2020-05-21,1.0,Seattle-Tacoma International ,68,SeaTac,Washington,United States of America (the)
Daily,2020-08-26,1.0,Seattle-Tacoma International ,85,SeaTac,Washington,United States of America (the)
Daily,2020-10-12,1.0,Seattle-Tacoma International ,67,SeaTac,Washington,United States of America (the)
Daily,2020-11-06,1.0,Seattle-Tacoma International ,65,SeaTac,Washington,United States of America (the)
Daily,2020-11-13,1.0,Seattle-Tacoma International ,73,SeaTac,Washington,United States of America (the)
Daily,2020-03-25,1.0,Seattle-Tacoma International ,69,SeaTac,Washington,United States of America (the)
Daily,2020-07-05,1.0,Seattle-Tacoma International ,46,SeaTac,Washington,United States of America (the)
Daily,2020-08-02,1.0,Seattle-Tacoma International ,48,SeaTac,Washington,United States of America (the)
Daily,2020-08-24,1.0,Seattle-Tacoma International ,58,SeaTac,Washington,United States of America (the)
Daily,2020-10-10,1.0,Seattle-Tacoma International ,43,SeaTac,Washington,United States of America (the)
Daily,2020-05-18,1.0,Seattle-Tacoma International ,67,SeaTac,Washington,United States of America (the)
Daily,2020-06-10,1.0,Seattle-Tacoma International ,62,SeaTac,Washington,United States of America (the)
Daily,2020-07-10,1.0,Seattle-Tacoma International ,86,SeaTac,Washington,United States of America (the)
Daily,2020-09-16,1.0,Seattle-Tacoma International ,77,SeaTac,Washington,United States of America (the)
Daily,2020-10-05,1.0,Seattle-Tacoma International ,79,SeaTac,Washington,United States of America (the)
Daily,2020-03-21,1.0,Seattle-Tacoma International ,71,SeaTac,Washington,United States of America (the)
Daily,2020-04-05,1.0,Seattle-Tacoma International ,44,SeaTac,Washington,United States of America (the)
Daily,2020-06-11,1.0,Seattle-Tacoma International ,71,SeaTac,Washington,United States of America (the)
Daily,2020-09-10,1.0,Seattle-Tacoma International ,76,SeaTac,Washington,United States of America (the)
Daily,2020-09-13,1.0,Seattle-Tacoma International ,66,SeaTac,Washington,United States of America (the)
Daily,2020-04-10,1.0,Seattle-Tacoma International ,52,SeaTac,Washington,United States of America (the)
Daily,2020-11-11,1.0,Seattle-Tacoma International ,63,SeaTac,Washington,United States of America (the)
Daily,2020-11-16,1.0,Seattle-Tacoma International ,61,SeaTac,Washington,United States of America (the)
Daily,2020-05-14,1.0,Seattle-Tacoma International ,67,SeaTac,Washington,United States of America (the)
Daily,2020-05-16,1.0,Seattle-Tacoma International ,40,SeaTac,Washington,United States of America (the)
Daily,2020-05-05,1.0,Seattle-Tacoma International ,73,SeaTac,Washington,United States of America (the)
Daily,2020-07-04,1.0,Seattle-Tacoma International ,45,SeaTac,Washington,United States of America (the)
Daily,2020-08-27,1.0,Seattle-Tacoma International ,77,SeaTac,Washington,United States of America (the)
Daily,2020-11-19,1.0,Seattle-Tacoma International ,77,SeaTac,Washington,United States of America (the)
Daily,2020-03-22,1.0,Seattle-Tacoma International ,69,SeaTac,Washington,United States of America (the)
Daily,2020-05-24,1.0,Seattle-Tacoma International ,53,SeaTac,Washington,United States of America (the)
Daily,2020-07-29,1.0,Seattle-Tacoma International ,74,SeaTac,Washington,United States of America (the)
Daily,2020-11-18,1.0,Seattle-Tacoma International ,79,SeaTac,Washington,United States of America (the)
Daily,2020-06-06,1.0,Seattle-Tacoma International ,56,SeaTac,Washington,United States of America (the)
Daily,2020-10-21,1.0,Seattle-Tacoma International ,77,SeaTac,Washington,United States of America (the)
Daily,2020-11-07,1.0,Seattle-Tacoma International ,52,SeaTac,Washington,United States of America (the)
Daily,2020-11-14,1.0,Seattle-Tacoma International ,45,SeaTac,Washington,United States of America (the)
Daily,2020-04-26,1.0,Seattle-Tacoma International ,43,SeaTac,Washington,United States of America (the)
Daily,2020-05-10,1.0,Seattle-Tacoma International ,39,SeaTac,Washington,United States of America (the)
Daily,2020-07-17,1.0,Seattle-Tacoma International ,68,SeaTac,Washington,United States of America (the)
Daily,2020-07-26,1.0,Seattle-Tacoma International ,55,SeaTac,Washington,United States of America (the)
Daily,2020-09-07,1.0,Seattle-Tacoma International ,31,SeaTac,Washington,United States of America (the)
Daily,2020-10-08,1.0,Seattle-Tacoma International ,76,SeaTac,Washington,United States of America (the)
Daily,2020-10-20,1.0,Seattle-Tacoma International ,84,SeaTac,Washington,United States of America (the)
Daily,2020-05-04,1.0,Seattle-Tacoma International ,59,SeaTac,Washington,United States of America (the)
Daily,2020-05-20,1.0,Seattle-Tacoma International ,74,SeaTac,Washington,United States of America (the)
Daily,2020-05-28,1.0,Seattle-Tacoma International ,72,SeaTac,Washington,United States of America (the)
Daily,2020-09-06,1.0,Seattle-Tacoma International ,47,SeaTac,Washington,United States of America (the)
Daily,2020-11-12,1.0,Seattle-Tacoma International ,68,SeaTac,Washington,United States of America (the)
Daily,2020-07-19,1.0,Seattle-Tacoma International ,62,SeaTac,Washington,United States of America (the)
Daily,2020-08-22,1.0,Seattle-Tacoma International ,55,SeaTac,Washington,United States of America (the)
Daily,2020-09-28,1.0,Seattle-Tacoma International ,63,SeaTac,Washington,United States of America (the)
Daily,2020-10-11,1.0,Seattle-Tacoma International ,57,SeaTac,Washington,United States of America (the)
Daily,2020-11-08,1.0,Seattle-Tacoma International ,41,SeaTac,Washington,United States of America (the)
Daily,2020-05-12,1.0,Seattle-Tacoma International ,65,SeaTac,Washington,United States of America (the)
Daily,2020-06-05,1.0,Seattle-Tacoma International ,80,SeaTac,Washington,United States of America (the)
Daily,2020-10-03,1.0,Seattle-Tacoma International ,55,SeaTac,Washington,United States of America (the)
Daily,2020-07-16,1.0,Seattle-Tacoma International ,76,SeaTac,Washington,United States of America (the)
Daily,2020-07-31,1.0,Seattle-Tacoma International ,69,SeaTac,Washington,United States of America (the)
Daily,2020-08-30,1.0,Seattle-Tacoma International ,68,SeaTac,Washington,United States of America (the)
