AggregationMethod,Date,Version,AirportName,PercentOfBaseline,City,State,Country
Daily,2020-08-14,1.0,Washington Dulles International ,52,Floris,Virginia,United States of America (the)
Daily,2020-05-15,1.0,Washington Dulles International ,49,Floris,Virginia,United States of America (the)
Daily,2020-07-08,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-09-08,1.0,Washington Dulles International ,61,Floris,Virginia,United States of America (the)
Daily,2020-11-17,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-04-14,1.0,Washington Dulles International ,60,Floris,Virginia,United States of America (the)
Daily,2020-05-12,1.0,Washington Dulles International ,56,Floris,Virginia,United States of America (the)
Daily,2020-05-29,1.0,Washington Dulles International ,60,Floris,Virginia,United States of America (the)
Daily,2020-05-31,1.0,Washington Dulles International ,32,Floris,Virginia,United States of America (the)
Daily,2020-07-02,1.0,Washington Dulles International ,45,Floris,Virginia,United States of America (the)
Daily,2020-07-09,1.0,Washington Dulles International ,57,Floris,Virginia,United States of America (the)
Daily,2020-07-17,1.0,Washington Dulles International ,58,Floris,Virginia,United States of America (the)
Daily,2020-03-28,1.0,Washington Dulles International ,48,Floris,Virginia,United States of America (the)
Daily,2020-04-01,1.0,Washington Dulles International ,57,Floris,Virginia,United States of America (the)
Daily,2020-05-25,1.0,Washington Dulles International ,19,Floris,Virginia,United States of America (the)
Daily,2020-05-28,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-06-03,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-08-15,1.0,Washington Dulles International ,43,Floris,Virginia,United States of America (the)
Daily,2020-08-28,1.0,Washington Dulles International ,65,Floris,Virginia,United States of America (the)
Daily,2020-10-27,1.0,Washington Dulles International ,68,Floris,Virginia,United States of America (the)
Daily,2020-11-05,1.0,Washington Dulles International ,67,Floris,Virginia,United States of America (the)
Daily,2020-06-18,1.0,Washington Dulles International ,59,Floris,Virginia,United States of America (the)
Daily,2020-09-29,1.0,Washington Dulles International ,65,Floris,Virginia,United States of America (the)
Daily,2020-10-11,1.0,Washington Dulles International ,66,Floris,Virginia,United States of America (the)
Daily,2020-10-17,1.0,Washington Dulles International ,50,Floris,Virginia,United States of America (the)
Daily,2020-10-22,1.0,Washington Dulles International ,61,Floris,Virginia,United States of America (the)
Daily,2020-11-29,1.0,Washington Dulles International ,68,Floris,Virginia,United States of America (the)
Daily,2020-07-03,1.0,Washington Dulles International ,28,Floris,Virginia,United States of America (the)
Daily,2020-07-15,1.0,Washington Dulles International ,58,Floris,Virginia,United States of America (the)
Daily,2020-11-09,1.0,Washington Dulles International ,72,Floris,Virginia,United States of America (the)
Daily,2020-04-04,1.0,Washington Dulles International ,40,Floris,Virginia,United States of America (the)
Daily,2020-07-30,1.0,Washington Dulles International ,62,Floris,Virginia,United States of America (the)
Daily,2020-08-24,1.0,Washington Dulles International ,69,Floris,Virginia,United States of America (the)
Daily,2020-09-09,1.0,Washington Dulles International ,62,Floris,Virginia,United States of America (the)
Daily,2020-10-26,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-11-01,1.0,Washington Dulles International ,51,Floris,Virginia,United States of America (the)
Daily,2020-11-25,1.0,Washington Dulles International ,59,Floris,Virginia,United States of America (the)
Daily,2020-04-21,1.0,Washington Dulles International ,47,Floris,Virginia,United States of America (the)
Daily,2020-04-23,1.0,Washington Dulles International ,50,Floris,Virginia,United States of America (the)
Daily,2020-05-24,1.0,Washington Dulles International ,44,Floris,Virginia,United States of America (the)
Daily,2020-06-25,1.0,Washington Dulles International ,58,Floris,Virginia,United States of America (the)
Daily,2020-06-29,1.0,Washington Dulles International ,59,Floris,Virginia,United States of America (the)
Daily,2020-07-31,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-08-04,1.0,Washington Dulles International ,57,Floris,Virginia,United States of America (the)
Daily,2020-09-27,1.0,Washington Dulles International ,52,Floris,Virginia,United States of America (the)
Daily,2020-10-06,1.0,Washington Dulles International ,66,Floris,Virginia,United States of America (the)
Daily,2020-11-20,1.0,Washington Dulles International ,70,Floris,Virginia,United States of America (the)
Daily,2020-11-30,1.0,Washington Dulles International ,68,Floris,Virginia,United States of America (the)
Daily,2020-08-09,1.0,Washington Dulles International ,44,Floris,Virginia,United States of America (the)
Daily,2020-10-25,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-03-19,1.0,Washington Dulles International ,71,Floris,Virginia,United States of America (the)
Daily,2020-06-01,1.0,Washington Dulles International ,58,Floris,Virginia,United States of America (the)
Daily,2020-06-05,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-06-21,1.0,Washington Dulles International ,28,Floris,Virginia,United States of America (the)
Daily,2020-06-15,1.0,Washington Dulles International ,55,Floris,Virginia,United States of America (the)
Daily,2020-07-12,1.0,Washington Dulles International ,38,Floris,Virginia,United States of America (the)
Daily,2020-07-18,1.0,Washington Dulles International ,42,Floris,Virginia,United States of America (the)
Daily,2020-07-27,1.0,Washington Dulles International ,57,Floris,Virginia,United States of America (the)
Daily,2020-08-05,1.0,Washington Dulles International ,66,Floris,Virginia,United States of America (the)
Daily,2020-08-19,1.0,Washington Dulles International ,67,Floris,Virginia,United States of America (the)
Daily,2020-04-07,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-05-06,1.0,Washington Dulles International ,52,Floris,Virginia,United States of America (the)
Daily,2020-07-20,1.0,Washington Dulles International ,63,Floris,Virginia,United States of America (the)
Daily,2020-10-13,1.0,Washington Dulles International ,67,Floris,Virginia,United States of America (the)
Daily,2020-04-13,1.0,Washington Dulles International ,53,Floris,Virginia,United States of America (the)
Daily,2020-09-02,1.0,Washington Dulles International ,59,Floris,Virginia,United States of America (the)
